"town","landUse","status","acres"
"Monee","other","unsuitable",0
"Monee","park","unsuitable",0.33
"Monee","residential","unsuitable",147.33
"Monee","transit","unsuitable",235.86
"Monee","utility","unsuitable",0.44
"Monee","vacant","unsuitable",2.45
"Monee","water","unsuitable",14.93
"Montgomery","agriculture","unsuitable",22.87
"Montgomery","cemetery","unsuitable",0.03
"Montgomery","commercial","unsuitable",282.33
"Montgomery","golf","unsuitable",0.9
"Montgomery","industrial","unsuitable",0
"Montgomery","institutional","unsuitable",9.8
"Montgomery","natural area","unsuitable",32.49
"Montgomery","other","unsuitable",5.5
"Montgomery","park","unsuitable",6.81
"Montgomery","residential","unsuitable",373.59
"Montgomery","transit","unsuitable",363.77
"Montgomery","utility","unsuitable",3.18
"Montgomery","vacant","unsuitable",4.06
"Montgomery","water","unsuitable",86.62
"MortonGrove","agriculture","unsuitable",0
"MortonGrove","cemetery","unsuitable",0
"MortonGrove","commercial","unsuitable",177.37
"MortonGrove","golf","unsuitable",6.13
"MortonGrove","industrial","unsuitable",0
"MortonGrove","institutional","unsuitable",19.72
"MortonGrove","natural area","unsuitable",10.8
"MortonGrove","other","unsuitable",0.26
"MortonGrove","park","unsuitable",2.65
"MortonGrove","residential","unsuitable",392.42
"MortonGrove","transit","unsuitable",292.53
"MortonGrove","utility","unsuitable",2.6
"MortonGrove","vacant","unsuitable",0.32
"MortonGrove","water","unsuitable",3.49
"MountProspect","agriculture","unsuitable",0
"MountProspect","cemetery","unsuitable",0.07
"MountProspect","commercial","unsuitable",290.74
"MountProspect","golf","unsuitable",11.61
"MountProspect","industrial","unsuitable",0
"MountProspect","institutional","unsuitable",52.75
"MountProspect","natural area","unsuitable",0
"MountProspect","other","unsuitable",0.08
"MountProspect","park","unsuitable",10.79
"MountProspect","residential","unsuitable",752.6
"MountProspect","transit","unsuitable",452.62
"MountProspect","utility","unsuitable",3.01
"MountProspect","vacant","unsuitable",1.77
"MountProspect","water","unsuitable",1.81
"Mundelein","agriculture","unsuitable",1.56
"Mundelein","cemetery","unsuitable",0
"Mundelein","commercial","unsuitable",221.6
"Mundelein","golf","unsuitable",47.32
"Mundelein","industrial","unsuitable",0
"Mundelein","institutional","unsuitable",135.53
"Mundelein","natural area","unsuitable",9.1
"Mundelein","other","unsuitable",0
"Mundelein","park","unsuitable",42.89
"Mundelein","residential","unsuitable",441.74
"Mundelein","transit","unsuitable",409.21
"Mundelein","utility","unsuitable",6.19
"Mundelein","vacant","unsuitable",13.62
"Mundelein","water","unsuitable",80.89
"Naperville","agriculture","unsuitable",26.4
"Naperville","cemetery","unsuitable",1.31
"Naperville","commercial","unsuitable",793.31
"Naperville","golf","unsuitable",72.79
"Naperville","industrial","unsuitable",0
"Naperville","institutional","unsuitable",215.66
"Naperville","natural area","unsuitable",66.2
"Naperville","other","unsuitable",1.13
"Naperville","park","unsuitable",118.75
"Naperville","residential","unsuitable",2536.15
"Naperville","transit","unsuitable",2098.55
"Naperville","utility","unsuitable",13.05
"Naperville","vacant","unsuitable",77.52
"Naperville","water","unsuitable",84.83
"Newark","agriculture","unsuitable",5.41
"Newark","cemetery","unsuitable",0
"Newark","commercial","unsuitable",2.88
"Newark","golf","unsuitable",0
"Newark","industrial","unsuitable",0
"Newark","institutional","unsuitable",3.56
"Newark","natural area","unsuitable",0
"Newark","other","unsuitable",0
"Newark","park","unsuitable",0.34
"Newark","residential","unsuitable",20.83
"Newark","transit","unsuitable",28.73
"Newark","utility","unsuitable",3.47
"Newark","vacant","unsuitable",0.9
"Newark","water","unsuitable",0
"NewLenox","agriculture","unsuitable",24.49
"NewLenox","cemetery","unsuitable",0.01
"NewLenox","commercial","unsuitable",137.94
"NewLenox","golf","unsuitable",14.82
"NewLenox","industrial","unsuitable",0
"NewLenox","institutional","unsuitable",37.91
"NewLenox","natural area","unsuitable",5.94
"NewLenox","other","unsuitable",0.01
"NewLenox","park","unsuitable",22.86
"NewLenox","residential","unsuitable",591.39
"NewLenox","transit","unsuitable",813.13
"NewLenox","utility","unsuitable",4.16
"NewLenox","vacant","unsuitable",48.34
"NewLenox","water","unsuitable",32.22
"Niles","agriculture","unsuitable",26.4
"Niles","cemetery","unsuitable",7.66
"Niles","commercial","unsuitable",420.68
"Niles","golf","unsuitable",0.58
"Niles","industrial","unsuitable",0
"Niles","institutional","unsuitable",41.43
"Niles","natural area","unsuitable",4.72
"Niles","other","unsuitable",0.02
"Niles","park","unsuitable",1.4
"Niles","residential","unsuitable",434.09
"Niles","transit","unsuitable",310.49
"Niles","utility","unsuitable",0.47
"Niles","vacant","unsuitable",0.69
"Niles","water","unsuitable",2.58
"Norridge","agriculture","unsuitable",0
"Norridge","cemetery","unsuitable",1.32
"Norridge","commercial","unsuitable",64.12
"Norridge","golf","unsuitable",0
"Norridge","industrial","unsuitable",0
"Norridge","institutional","unsuitable",17.24
"Norridge","natural area","unsuitable",0
"Norridge","other","unsuitable",0.02
"Norridge","park","unsuitable",0.01
"Norridge","residential","unsuitable",247.46
"Norridge","transit","unsuitable",125.61
"Norridge","utility","unsuitable",0.14
"Norridge","vacant","unsuitable",0.01
"Norridge","water","unsuitable",0
"NorthAurora","agriculture","unsuitable",5.03
"NorthAurora","cemetery","unsuitable",0
"NorthAurora","commercial","unsuitable",140.79
"NorthAurora","golf","unsuitable",2.91
"NorthAurora","industrial","unsuitable",0
"NorthAurora","institutional","unsuitable",14.39
"NorthAurora","natural area","unsuitable",3.06
"NorthAurora","other","unsuitable",0.02
"NorthAurora","park","unsuitable",3.9
"NorthAurora","residential","unsuitable",358.21
"NorthAurora","transit","unsuitable",318.69
"NorthAurora","utility","unsuitable",9.43
"NorthAurora","vacant","unsuitable",12.04
"NorthAurora","water","unsuitable",166.81
"NorthBarrington","agriculture","unsuitable",0.22
"NorthBarrington","cemetery","unsuitable",0
"NorthBarrington","commercial","unsuitable",8.99
"NorthBarrington","golf","unsuitable",48.07
"NorthBarrington","industrial","unsuitable",0
"NorthBarrington","institutional","unsuitable",1.21
"NorthBarrington","natural area","unsuitable",69.19
"NorthBarrington","other","unsuitable",0
"NorthBarrington","park","unsuitable",0
"NorthBarrington","residential","unsuitable",181.06
"NorthBarrington","transit","unsuitable",84.75
"NorthBarrington","utility","unsuitable",0
"NorthBarrington","vacant","unsuitable",5.21
"NorthBarrington","water","unsuitable",0.59
"NorthBrook","agriculture","unsuitable",26.4
"NorthBrook","cemetery","unsuitable",7.66
"NorthBrook","commercial","unsuitable",420.68
"NorthBrook","golf","unsuitable",0.58
"NorthBrook","industrial","unsuitable",0
"NorthBrook","institutional","unsuitable",41.43
"NorthBrook","natural area","unsuitable",4.72
"NorthBrook","other","unsuitable",0.02
"NorthBrook","park","unsuitable",1.4
"NorthBrook","residential","unsuitable",434.09
"NorthBrook","transit","unsuitable",310.49
"NorthBrook","utility","unsuitable",0.47
"NorthBrook","vacant","unsuitable",0.69
"NorthBrook","water","unsuitable",2.58
"NorthChicago","agriculture","unsuitable",0
"NorthChicago","cemetery","unsuitable",0.62
"NorthChicago","commercial","unsuitable",135.79
"NorthChicago","golf","unsuitable",5.88
"NorthChicago","industrial","unsuitable",0
"NorthChicago","institutional","unsuitable",365.25
"NorthChicago","natural area","unsuitable",16.69
"NorthChicago","other","unsuitable",1.25
"NorthChicago","park","unsuitable",0.8
"NorthChicago","residential","unsuitable",147.98
"NorthChicago","transit","unsuitable",290.26
"NorthChicago","utility","unsuitable",0.73
"NorthChicago","vacant","unsuitable",4.89
"NorthChicago","water","unsuitable",3.56
"Northfield","agriculture","unsuitable",0
"Northfield","cemetery","unsuitable",0
"Northfield","commercial","unsuitable",45.33
"Northfield","golf","unsuitable",3.93
"Northfield","industrial","unsuitable",0
"Northfield","institutional","unsuitable",23.07
"Northfield","natural area","unsuitable",5.29
"Northfield","other","unsuitable",0.11
"Northfield","park","unsuitable",0.67
"Northfield","residential","unsuitable",149.36
"Northfield","transit","unsuitable",101.71
"Northfield","utility","unsuitable",1.99
"Northfield","vacant","unsuitable",0.7
"Northfield","water","unsuitable",0.69
"NorthLake","agriculture","unsuitable",0
"NorthLake","cemetery","unsuitable",1.49
"NorthLake","commercial","unsuitable",224.22
"NorthLake","golf","unsuitable",0
"NorthLake","industrial","unsuitable",0
"NorthLake","institutional","unsuitable",20.14
"NorthLake","natural area","unsuitable",0.1
"NorthLake","other","unsuitable",0.27
"NorthLake","park","unsuitable",6.17
"NorthLake","residential","unsuitable",105.06
"NorthLake","transit","unsuitable",288.68
"NorthLake","utility","unsuitable",1.39
"NorthLake","vacant","unsuitable",0.27
"NorthLake","water","unsuitable",12.59
"NorthRiverside","agriculture","unsuitable",0
"NorthRiverside","cemetery","unsuitable",3.1
"NorthRiverside","commercial","unsuitable",59.03
"NorthRiverside","golf","unsuitable",5.68
"NorthRiverside","industrial","unsuitable",0
"NorthRiverside","institutional","unsuitable",14.29
"NorthRiverside","natural area","unsuitable",5.43
"NorthRiverside","other","unsuitable",0.02
"NorthRiverside","park","unsuitable",1.86
"NorthRiverside","residential","unsuitable",102.11
"NorthRiverside","transit","unsuitable",83.88
"NorthRiverside","utility","unsuitable",0.17
"NorthRiverside","vacant","unsuitable",0.01
"NorthRiverside","water","unsuitable",9.43
"OakBrook","agriculture","unsuitable",0
"OakBrook","cemetery","unsuitable",0.97
"OakBrook","commercial","unsuitable",195.73
"OakBrook","golf","unsuitable",33.56
"OakBrook","industrial","unsuitable",0
"OakBrook","institutional","unsuitable",9.41
"OakBrook","natural area","unsuitable",44.81
"OakBrook","other","unsuitable",0
"OakBrook","park","unsuitable",12.45
"OakBrook","residential","unsuitable",374.57
"OakBrook","transit","unsuitable",432.84
"OakBrook","utility","unsuitable",0.6
"OakBrook","vacant","unsuitable",3.12
"OakBrook","water","unsuitable",7.22
"OakbrookTerrace","agriculture","unsuitable",0
"OakbrookTerrace","cemetery","unsuitable",1.66
"OakbrookTerrace","commercial","unsuitable",67.47
"OakbrookTerrace","golf","unsuitable",0
"OakbrookTerrace","industrial","unsuitable",0
"OakbrookTerrace","institutional","unsuitable",2.79
"OakbrookTerrace","natural area","unsuitable",0.1
"OakbrookTerrace","other","unsuitable",0
"OakbrookTerrace","park","unsuitable",0.56
"OakbrookTerrace","residential","unsuitable",39.85
"OakbrookTerrace","transit","unsuitable",85.64
"OakbrookTerrace","utility","unsuitable",0.24
"OakbrookTerrace","vacant","unsuitable",2.32
"OakbrookTerrace","water","unsuitable",0
"OakForest","agriculture","unsuitable",0.11
"OakForest","cemetery","unsuitable",0.01
"OakForest","commercial","unsuitable",59.33
"OakForest","golf","unsuitable",0.06
"OakForest","industrial","unsuitable",0
"OakForest","institutional","unsuitable",34.5
"OakForest","natural area","unsuitable",59
"OakForest","other","unsuitable",0.3
"OakForest","park","unsuitable",3.22
"OakForest","residential","unsuitable",463.54
"OakForest","transit","unsuitable",299.39
"OakForest","utility","unsuitable",0.31
"OakForest","vacant","unsuitable",1.27
"OakForest","water","unsuitable",2.32
"Oaklawn","agriculture","unsuitable",0
"Oaklawn","cemetery","unsuitable",3.28
"Oaklawn","commercial","unsuitable",148.18
"Oaklawn","golf","unsuitable",0.91
"Oaklawn","industrial","unsuitable",0
"Oaklawn","institutional","unsuitable",72.98
"Oaklawn","natural area","unsuitable",4.66
"Oaklawn","other","unsuitable",0.25
"Oaklawn","park","unsuitable",9.48
"Oaklawn","residential","unsuitable",929.46
"Oaklawn","transit","unsuitable",630.64
"Oaklawn","utility","unsuitable",1.39
"Oaklawn","vacant","unsuitable",0.08
"Oaklawn","water","unsuitable",0.04
"OakPark","agriculture","unsuitable",3.52
"OakPark","cemetery","unsuitable",0.19
"OakPark","commercial","unsuitable",162.28
"OakPark","golf","unsuitable",0
"OakPark","industrial","unsuitable",0
"OakPark","institutional","unsuitable",15.54
"OakPark","natural area","unsuitable",2.91
"OakPark","other","unsuitable",0.1
"OakPark","park","unsuitable",0.78
"OakPark","residential","unsuitable",517.74
"OakPark","transit","unsuitable",491.91
"OakPark","utility","unsuitable",2.61
"OakPark","vacant","unsuitable",44.24
"OakPark","water","unsuitable",39.07
"OakwoodHills","agriculture","unsuitable",0
"OakwoodHills","cemetery","unsuitable",0
"OakwoodHills","commercial","unsuitable",0
"OakwoodHills","golf","unsuitable",19.4
"OakwoodHills","industrial","unsuitable",0
"OakwoodHills","institutional","unsuitable",0.14
"OakwoodHills","natural area","unsuitable",0.06
"OakwoodHills","other","unsuitable",0
"OakwoodHills","park","unsuitable",0.02
"OakwoodHills","residential","unsuitable",37.61
"OakwoodHills","transit","unsuitable",23.69
"OakwoodHills","utility","unsuitable",0
"OakwoodHills","vacant","unsuitable",0.03
"OakwoodHills","water","unsuitable",43.8
"OldMillCreek","agriculture","unsuitable",101.03
"OldMillCreek","cemetery","unsuitable",0
"OldMillCreek","commercial","unsuitable",0.19
"OldMillCreek","golf","unsuitable",0
"OldMillCreek","industrial","unsuitable",0
"OldMillCreek","institutional","unsuitable",3.11
"OldMillCreek","natural area","unsuitable",1.14
"OldMillCreek","other","unsuitable",0
"OldMillCreek","park","unsuitable",0
"OldMillCreek","residential","unsuitable",8.2
"OldMillCreek","transit","unsuitable",83.64
"OldMillCreek","utility","unsuitable",1.2
"OldMillCreek","vacant","unsuitable",15.22
"OldMillCreek","water","unsuitable",0
"OlympiaFields","agriculture","unsuitable",1.86
"OlympiaFields","cemetery","unsuitable",0
"OlympiaFields","commercial","unsuitable",17.43
"OlympiaFields","golf","unsuitable",3.6
"OlympiaFields","industrial","unsuitable",0
"OlympiaFields","institutional","unsuitable",27.9
"OlympiaFields","natural area","unsuitable",0.34
"OlympiaFields","other","unsuitable",0.03
"OlympiaFields","park","unsuitable",1.22
"OlympiaFields","residential","unsuitable",137.32
"OlympiaFields","transit","unsuitable",148.81
"OlympiaFields","utility","unsuitable",0.49
"OlympiaFields","vacant","unsuitable",4.03
"OlympiaFields","water","unsuitable",0.36
"OrlandHills","agriculture","unsuitable",0.11
"OrlandHills","cemetery","unsuitable",0
"OrlandHills","commercial","unsuitable",22.86
"OrlandHills","golf","unsuitable",0
"OrlandHills","industrial","unsuitable",0
"OrlandHills","institutional","unsuitable",3.97
"OrlandHills","natural area","unsuitable",0.05
"OrlandHills","other","unsuitable",0.03
"OrlandHills","park","unsuitable",20.79
"OrlandHills","residential","unsuitable",113.33
"OrlandHills","transit","unsuitable",62.04
"OrlandHills","utility","unsuitable",0.2
"OrlandHills","vacant","unsuitable",0.38
"OrlandHills","water","unsuitable",0.89
"OrlandPark","agriculture","unsuitable",39.09
"OrlandPark","cemetery","unsuitable",26.4
"OrlandPark","commercial","unsuitable",366.16
"OrlandPark","golf","unsuitable",47.85
"OrlandPark","industrial","unsuitable",0
"OrlandPark","institutional","unsuitable",83.39
"OrlandPark","natural area","unsuitable",79.39
"OrlandPark","other","unsuitable",0.5
"OrlandPark","park","unsuitable",133.52
"OrlandPark","residential","unsuitable",1443.96
"OrlandPark","transit","unsuitable",937.14
"OrlandPark","utility","unsuitable",2.36
"OrlandPark","vacant","unsuitable",27.77
"OrlandPark","water","unsuitable",23.29
"Oswego","agriculture","unsuitable",21.96
"Oswego","cemetery","unsuitable",0
"Oswego","commercial","unsuitable",204.49
"Oswego","golf","unsuitable",5.18
"Oswego","industrial","unsuitable",0
"Oswego","institutional","unsuitable",52.43
"Oswego","natural area","unsuitable",52.16
"Oswego","other","unsuitable",0
"Oswego","park","unsuitable",11.22
"Oswego","residential","unsuitable",709.61
"Oswego","transit","unsuitable",486.94
"Oswego","utility","unsuitable",2.08
"Oswego","vacant","unsuitable",26.95
"Oswego","water","unsuitable",41.02
"Palatine","agriculture","unsuitable",0
"Palatine","cemetery","unsuitable",0.26
"Palatine","commercial","unsuitable",237.37
"Palatine","golf","unsuitable",23.76
"Palatine","industrial","unsuitable",0
"Palatine","institutional","unsuitable",120.41
"Palatine","natural area","unsuitable",2.64
"Palatine","other","unsuitable",0.33
"Palatine","park","unsuitable",33.27
"Palatine","residential","unsuitable",1088.3
"Palatine","transit","unsuitable",646.88
"Palatine","utility","unsuitable",16.74
"Palatine","vacant","unsuitable",8.65
"Palatine","water","unsuitable",5.81
"PalosHeights","agriculture","unsuitable",0.07
"PalosHeights","cemetery","unsuitable",0
"PalosHeights","commercial","unsuitable",36.88
"PalosHeights","golf","unsuitable",3.6
"PalosHeights","industrial","unsuitable",0
"PalosHeights","institutional","unsuitable",40.75
"PalosHeights","natural area","unsuitable",32.65
"PalosHeights","other","unsuitable",0
"PalosHeights","park","unsuitable",0.81
"PalosHeights","residential","unsuitable",304.35
"PalosHeights","transit","unsuitable",182.45
"PalosHeights","utility","unsuitable",1.43
"PalosHeights","vacant","unsuitable",0.48
"PalosHeights","water","unsuitable",32.43
"PalosHills","agriculture","unsuitable",0.78
"PalosHills","cemetery","unsuitable",0
"PalosHills","commercial","unsuitable",34.6
"PalosHills","golf","unsuitable",0.23
"PalosHills","industrial","unsuitable",0
"PalosHills","institutional","unsuitable",59.24
"PalosHills","natural area","unsuitable",4.32
"PalosHills","other","unsuitable",0.03
"PalosHills","park","unsuitable",1.63
"PalosHills","residential","unsuitable",318.68
"PalosHills","transit","unsuitable",142.24
"PalosHills","utility","unsuitable",3.48
"PalosHills","vacant","unsuitable",19.09
"PalosHills","water","unsuitable",21.63
"PalosPark","agriculture","unsuitable",1.43
"PalosPark","cemetery","unsuitable",0.58
"PalosPark","commercial","unsuitable",9.09
"PalosPark","golf","unsuitable",0
"PalosPark","industrial","unsuitable",0
"PalosPark","institutional","unsuitable",25.82
"PalosPark","natural area","unsuitable",9.48
"PalosPark","other","unsuitable",0
"PalosPark","park","unsuitable",0.28
"PalosPark","residential","unsuitable",154.15
"PalosPark","transit","unsuitable",106.04
"PalosPark","utility","unsuitable",2.8
"PalosPark","vacant","unsuitable",5.51
"PalosPark","water","unsuitable",6.98
"ParkCity","agriculture","unsuitable",0
"ParkCity","cemetery","unsuitable",0
"ParkCity","commercial","unsuitable",23.69
"ParkCity","golf","unsuitable",0
"ParkCity","industrial","unsuitable",0
"ParkCity","institutional","unsuitable",2.17
"ParkCity","natural area","unsuitable",0.03
"ParkCity","other","unsuitable",0
"ParkCity","park","unsuitable",0.19
"ParkCity","residential","unsuitable",82.14
"ParkCity","transit","unsuitable",66.3
"ParkCity","utility","unsuitable",0
"ParkCity","vacant","unsuitable",1.96
"ParkCity","water","unsuitable",0
"ParkForest","agriculture","unsuitable",0
"ParkForest","cemetery","unsuitable",0.02
"ParkForest","commercial","unsuitable",30.89
"ParkForest","golf","unsuitable",0
"ParkForest","industrial","unsuitable",0
"ParkForest","institutional","unsuitable",30.82
"ParkForest","natural area","unsuitable",4.84
"ParkForest","other","unsuitable",0.67
"ParkForest","park","unsuitable",2.89
"ParkForest","residential","unsuitable",281.19
"ParkForest","transit","unsuitable",220.99
"ParkForest","utility","unsuitable",3.27
"ParkForest","vacant","unsuitable",3.8
"ParkForest","water","unsuitable",0.04
"ParkRidge","agriculture","unsuitable",0
"ParkRidge","cemetery","unsuitable",1.85
"ParkRidge","commercial","unsuitable",66.91
"ParkRidge","golf","unsuitable",2.89
"ParkRidge","industrial","unsuitable",0
"ParkRidge","institutional","unsuitable",80.07
"ParkRidge","natural area","unsuitable",28.5
"ParkRidge","other","unsuitable",0
"ParkRidge","park","unsuitable",6.67
"ParkRidge","residential","unsuitable",644.54
"ParkRidge","transit","unsuitable",336.62
"ParkRidge","utility","unsuitable",0.73
"ParkRidge","vacant","unsuitable",0.52
"ParkRidge","water","unsuitable",21.88
"Peotone","agriculture","unsuitable",2.36
"Peotone","cemetery","unsuitable",0.02
"Peotone","commercial","unsuitable",26.71
"Peotone","golf","unsuitable",0
"Peotone","industrial","unsuitable",0
"Peotone","institutional","unsuitable",8.68
"Peotone","natural area","unsuitable",0
"Peotone","other","unsuitable",0
"Peotone","park","unsuitable",1.5
"Peotone","residential","unsuitable",93.55
"Peotone","transit","unsuitable",126.06
"Peotone","utility","unsuitable",0.2
"Peotone","vacant","unsuitable",0.92
"Peotone","water","unsuitable",0
"Phoenix","agriculture","unsuitable",0
"Phoenix","cemetery","unsuitable",0
"Phoenix","commercial","unsuitable",12.61
"Phoenix","golf","unsuitable",0
"Phoenix","industrial","unsuitable",0
"Phoenix","institutional","unsuitable",3.1
"Phoenix","natural area","unsuitable",0
"Phoenix","other","unsuitable",0
"Phoenix","park","unsuitable",0.07
"Phoenix","residential","unsuitable",20.76
"Phoenix","transit","unsuitable",36.78
"Phoenix","utility","unsuitable",0
"Phoenix","vacant","unsuitable",0.34
"Phoenix","water","unsuitable",0
"PingreeGrove","agriculture","unsuitable",9.25
"PingreeGrove","cemetery","unsuitable",0
"PingreeGrove","commercial","unsuitable",8.26
"PingreeGrove","golf","unsuitable",0
"PingreeGrove","industrial","unsuitable",0
"PingreeGrove","institutional","unsuitable",5.68
"PingreeGrove","natural area","unsuitable",0.05
"PingreeGrove","other","unsuitable",0
"PingreeGrove","park","unsuitable",20.74
"PingreeGrove","residential","unsuitable",163.73
"PingreeGrove","transit","unsuitable",100.07
"PingreeGrove","utility","unsuitable",23.43
"PingreeGrove","vacant","unsuitable",12.58
"PingreeGrove","water","unsuitable",5.74
"PistakeeHeights","agriculture","unsuitable",0.01
"PistakeeHeights","cemetery","unsuitable",0
"PistakeeHeights","commercial","unsuitable",0.35
"PistakeeHeights","golf","unsuitable",0
"PistakeeHeights","industrial","unsuitable",0
"PistakeeHeights","institutional","unsuitable",0.14
"PistakeeHeights","natural area","unsuitable",0
"PistakeeHeights","other","unsuitable",0.01
"PistakeeHeights","park","unsuitable",0.03
"PistakeeHeights","residential","unsuitable",54.53
"PistakeeHeights","transit","unsuitable",39.62
"PistakeeHeights","utility","unsuitable",0.01
"PistakeeHeights","vacant","unsuitable",2.02
"PistakeeHeights","water","unsuitable",174.23
"Plainfield","agriculture","unsuitable",88.05
"Plainfield","cemetery","unsuitable",0.15
"Plainfield","commercial","unsuitable",185.29
"Plainfield","golf","unsuitable",1.92
"Plainfield","industrial","unsuitable",0
"Plainfield","institutional","unsuitable",83.23
"Plainfield","natural area","unsuitable",450.58
"Plainfield","other","unsuitable",0.96
"Plainfield","park","unsuitable",66.27
"Plainfield","residential","unsuitable",1137.17
"Plainfield","transit","unsuitable",974.34
"Plainfield","utility","unsuitable",8.86
"Plainfield","vacant","unsuitable",81.86
"Plainfield","water","unsuitable",121.4
"Plano","agriculture","unsuitable",26.97
"Plano","cemetery","unsuitable",0
"Plano","commercial","unsuitable",93.35
"Plano","golf","unsuitable",0.05
"Plano","industrial","unsuitable",0
"Plano","institutional","unsuitable",14.1
"Plano","natural area","unsuitable",1.07
"Plano","other","unsuitable",0.81
"Plano","park","unsuitable",0.54
"Plano","residential","unsuitable",188.8
"Plano","transit","unsuitable",189.89
"Plano","utility","unsuitable",9.96
"Plano","vacant","unsuitable",34.22
"Plano","water","unsuitable",0.91
"Plattville","agriculture","unsuitable",16.28
"Plattville","cemetery","unsuitable",0
"Plattville","commercial","unsuitable",0.83
"Plattville","golf","unsuitable",0
"Plattville","industrial","unsuitable",0
"Plattville","institutional","unsuitable",1.08
"Plattville","natural area","unsuitable",0
"Plattville","other","unsuitable",0
"Plattville","park","unsuitable",0.25
"Plattville","residential","unsuitable",11.37
"Plattville","transit","unsuitable",5.71
"Plattville","utility","unsuitable",0.07
"Plattville","vacant","unsuitable",0
"Plattville","water","unsuitable",0
"PortBarrington","agriculture","unsuitable",0
"PortBarrington","cemetery","unsuitable",0
"PortBarrington","commercial","unsuitable",10.08
"PortBarrington","golf","unsuitable",0
"PortBarrington","industrial","unsuitable",0
"PortBarrington","institutional","unsuitable",0.14
"PortBarrington","natural area","unsuitable",52.53
"PortBarrington","other","unsuitable",1.65
"PortBarrington","park","unsuitable",0.58
"PortBarrington","residential","unsuitable",36.93
"PortBarrington","transit","unsuitable",28.31
"PortBarrington","utility","unsuitable",0.01
"PortBarrington","vacant","unsuitable",0.83
"PortBarrington","water","unsuitable",35.45
"Posen","agriculture","unsuitable",0
"Posen","cemetery","unsuitable",0
"Posen","commercial","unsuitable",29.34
"Posen","golf","unsuitable",0
"Posen","industrial","unsuitable",0
"Posen","institutional","unsuitable",6.53
"Posen","natural area","unsuitable",0
"Posen","other","unsuitable",0.89
"Posen","park","unsuitable",0.46
"Posen","residential","unsuitable",70.79
"Posen","transit","unsuitable",111.07
"Posen","utility","unsuitable",2.22
"Posen","vacant","unsuitable",2.02
"Posen","water","unsuitable",0
"PrairieGrove","agriculture","unsuitable",5.4
"PrairieGrove","cemetery","unsuitable",0
"PrairieGrove","commercial","unsuitable",22.56
"PrairieGrove","golf","unsuitable",5.14
"PrairieGrove","industrial","unsuitable",0
"PrairieGrove","institutional","unsuitable",2.29
"PrairieGrove","natural area","unsuitable",0.31
"PrairieGrove","other","unsuitable",0
"PrairieGrove","park","unsuitable",0
"PrairieGrove","residential","unsuitable",48.44
"PrairieGrove","transit","unsuitable",73.21
"PrairieGrove","utility","unsuitable",0.58
"PrairieGrove","vacant","unsuitable",2.57
"PrairieGrove","water","unsuitable",75.03
"Prestbury","agriculture","unsuitable",0
"Prestbury","cemetery","unsuitable",0
"Prestbury","commercial","unsuitable",0
"Prestbury","golf","unsuitable",0
"Prestbury","industrial","unsuitable",0
"Prestbury","institutional","unsuitable",0.58
"Prestbury","natural area","unsuitable",0.7
"Prestbury","other","unsuitable",0
"Prestbury","park","unsuitable",0
"Prestbury","residential","unsuitable",78.69
"Prestbury","transit","unsuitable",7.21
"Prestbury","utility","unsuitable",0
"Prestbury","vacant","unsuitable",0
"Prestbury","water","unsuitable",0
"PrestonHeights","agriculture","unsuitable",0.3
"PrestonHeights","cemetery","unsuitable",0
"PrestonHeights","commercial","unsuitable",4.91
"PrestonHeights","golf","unsuitable",0
"PrestonHeights","industrial","unsuitable",0
"PrestonHeights","institutional","unsuitable",1.3
"PrestonHeights","natural area","unsuitable",0.11
"PrestonHeights","other","unsuitable",0.01
"PrestonHeights","park","unsuitable",0
"PrestonHeights","residential","unsuitable",51.51
"PrestonHeights","transit","unsuitable",54.26
"PrestonHeights","utility","unsuitable",0.23
"PrestonHeights","vacant","unsuitable",8.83
"PrestonHeights","water","unsuitable",5.33
"ProspectHeights","agriculture","unsuitable",0
"ProspectHeights","cemetery","unsuitable",0
"ProspectHeights","commercial","unsuitable",42.61
"ProspectHeights","golf","unsuitable",5.12
"ProspectHeights","industrial","unsuitable",0
"ProspectHeights","institutional","unsuitable",16.62
"ProspectHeights","natural area","unsuitable",7.62
"ProspectHeights","other","unsuitable",0.33
"ProspectHeights","park","unsuitable",1.84
"ProspectHeights","residential","unsuitable",226.08
"ProspectHeights","transit","unsuitable",252.24
"ProspectHeights","utility","unsuitable",0.49
"ProspectHeights","vacant","unsuitable",1.9
"ProspectHeights","water","unsuitable",19.53
"Richmond","agriculture","unsuitable",5.24
"Richmond","cemetery","unsuitable",0
"Richmond","commercial","unsuitable",34.62
"Richmond","golf","unsuitable",1.56
"Richmond","industrial","unsuitable",0
"Richmond","institutional","unsuitable",7.24
"Richmond","natural area","unsuitable",0.63
"Richmond","other","unsuitable",0
"Richmond","park","unsuitable",0.2
"Richmond","residential","unsuitable",30.93
"Richmond","transit","unsuitable",57.78
"Richmond","utility","unsuitable",0.32
"Richmond","vacant","unsuitable",40.22
"Richmond","water","unsuitable",10.67
"RichtonPark","agriculture","unsuitable",12.21
"RichtonPark","cemetery","unsuitable",0.01
"RichtonPark","commercial","unsuitable",18.1
"RichtonPark","golf","unsuitable",0
"RichtonPark","industrial","unsuitable",0
"RichtonPark","institutional","unsuitable",16.05
"RichtonPark","natural area","unsuitable",0
"RichtonPark","other","unsuitable",0.11
"RichtonPark","park","unsuitable",8.1
"RichtonPark","residential","unsuitable",208.23
